Date,Temperature,Humidity,Wind Speed,Pressure,Rainfall
2024-05-09,30.1,74.4,20.2,1004.8,4.2
2024-05-10,23.4,81.5,10.1,1014.1,30.0
2024-05-11,20.1,87.5,17.5,1007.7,21.8
2024-05-12,24.2,77.5,13.0,1009.2,12.2
2024-05-13,24.1,78.3,9.6,1014.5,0.0
2024-05-14,22.7,76.5,14.6,1012.5,0.0
2024-05-15,29.7,,13.6,1014.7,0.0
2024-05-16,32.8,55.2,13.4,1018.8,0.0
2024-05-17,21.7,64.8,13.0,1010.9,8.9
2024-05-18,29.0,64.2,13.0,1009.6,0.0
2024-05-19,25.5,67.1,23.5,1006.8,0.0
2024-05-20,25.3,64.1,18.2,1008.5,5.6
2024-05-21,,73.5,14.9,1026.0,0.0
2024-05-22,23.9,76.4,12.4,1017.0,8.3
2024-05-23,28.0,66.1,18.3,1005.6,0.0
2024-05-24,24.9,80.2,17.0,1003.6,4.2
2024-05-25,28.9,55.2,12.1,1016.4,0.0
2024-05-26,26.2,63.8,10.8,1015.4,12.2
2024-05-27,27.6,60.2,11.7,1016.0,0.0
2024-05-28,25.7,53.3,0.0,1013.0,0.0
2024-05-29,26.7,,13.3,1011.7,0.0
2024-05-30,30.8,61.0,10.0,1014.7,0.0
2024-05-31,30.2,74.9,18.9,1011.4,0.0
2024-06-01,22.1,73.1,16.0,1000.2,25.0
2024-06-02,29.1,55.9,7.4,1012.7,0.0
2024-06-03,31.1,76.4,13.8,1006.5,0.5
2024-06-04,23.8,80.0,8.5,1011.1,0.9
2024-06-05,30.7,66.8,13.9,1027.2,0.0
2024-06-06,27.1,64.6,13.2,1014.4,0.0
2024-06-07,30.9,54.2,16.0,1012.5,0.0
2024-06-08,27.0,63.7,8.8,1017.3,0.0
2024-06-09,21.6,79.0,12.3,1012.8,15.7
2024-06-10,24.5,84.7,7.0,1011.6,0.0
2024-06-11,29.6,75.8,14.8,1013.9,0.0
2024-06-12,30.3,58.8,14.1,1023.7,0.0
2024-06-13,26.8,57.8,15.6,1007.9,0.0
2024-06-14,31.5,,12.0,1015.3,0.0
2024-06-15,24.7,55.3,14.8,1009.3,0.0
2024-06-16,29.5,66.2,18.4,1015.1,0.0
2024-06-17,26.1,66.5,12.5,1007.7,0.0
2024-06-18,,61.9,13.3,1010.9,0.0
2024-06-19,29.9,50.3,7.7,1013.2,0.0
2024-06-20,26.8,70.4,8.5,1016.6,3.0
2024-06-21,28.7,60.3,12.4,1017.8,0.0
2024-06-22,32.9,50.1,,1008.5,0.0
2024-06-23,28.2,42.2,11.0,1016.2,0.0
2024-06-24,32.4,59.8,12.1,1009.7,0.0
2024-06-25,25.3,81.3,13.2,1003.8,8.7
2024-06-26,31.6,74.4,10.8,1010.0,0.0
2024-06-27,34.3,54.2,13.4,1012.6,0.0
2024-06-28,22.6,67.1,6.0,1024.3,0.0
2024-06-29,25.3,69.6,17.1,1014.0,15.6
2024-06-30,30.3,52.9,11.1,1007.4,9.8
2024-07-01,29.4,66.1,16.0,1009.5,0.0
2024-07-02,31.1,67.8,6.9,1017.2,0.0
2024-07-03,25.7,75.0,14.7,1021.4,16.5
2024-07-04,30.2,61.9,17.2,1005.0,0.4
2024-07-05,29.5,62.0,16.4,1003.6,0.0
2024-07-06,33.5,51.8,8.0,1023.8,0.0
2024-07-07,30.7,55.5,,1015.9,0.0
2024-07-08,30.9,60.1,8.6,1008.9,0.0
2024-07-09,26.5,67.5,11.0,1014.8,14.5
2024-07-10,28.1,72.2,20.6,998.2,1.7
2024-07-11,28.5,58.3,15.2,1013.5,0.0
2024-07-12,31.0,73.8,12.2,1012.8,0.0
2024-07-13,28.5,62.6,8.1,1017.5,0.0
2024-07-14,30.6,62.1,16.2,1007.9,0.0
2024-07-15,35.9,49.9,12.1,1015.2,0.0
2024-07-16,32.3,40.9,3.2,1011.5,0.0
2024-07-17,28.6,71.7,15.3,1012.8,0.0
2024-07-18,31.0,65.1,13.5,1008.0,14.6
2024-07-19,28.3,62.8,17.5,1010.8,0.0
2024-07-20,23.3,71.5,9.6,1006.5,0.0
2024-07-21,23.8,71.5,0.0,1014.8,16.9
2024-07-22,23.7,58.0,13.1,1017.8,0.0
2024-07-23,27.6,60.9,13.6,1011.9,4.2
2024-07-24,29.2,70.3,5.6,1011.9,0.0
2024-07-25,,48.0,,1007.8,
2024-07-26,30.0,65.3,23.7,1011.0,0.0
2024-07-27,28.3,54.2,10.8,1013.9,0.0
2024-07-28,31.4,65.1,14.9,1025.6,0.0
2024-07-29,18.8,72.1,11.6,1005.9,22.8
2024-07-30,29.4,50.7,3.6,1022.0,0.0
2024-07-31,31.0,71.2,11.3,1016.6,0.0
2024-08-01,24.1,64.2,10.9,1014.0,0.0
2024-08-02,31.9,54.2,10.4,1022.9,0.0
2024-08-03,28.5,65.3,11.5,1014.3,6.3
2024-08-04,27.0,75.7,13.2,1012.8,0.0
2024-08-05,30.1,54.8,11.4,1013.8,0.0
2024-08-06,34.9,57.6,6.9,1019.7,0.0
2024-08-07,28.5,68.2,13.9,1017.5,
2024-08-08,28.6,70.2,5.6,1008.6,0.0
2024-08-09,23.8,68.7,6.2,1005.3,17.0
2024-08-10,,65.9,15.5,1011.3,0.0
2024-08-11,30.0,56.3,15.1,1009.8,0.0
2024-08-12,20.0,69.8,12.3,1011.5,32.5
2024-08-13,27.5,57.4,6.4,1019.8,0.0
2024-08-14,25.8,44.7,9.2,1013.3,0.0
2024-08-15,28.5,68.3,11.4,1011.8,0.0
2024-08-16,28.0,72.7,6.1,1011.6,0.0
2024-08-17,30.0,44.2,9.0,1019.9,0.0
2024-08-18,25.2,60.7,18.0,1001.9,0.0
2024-08-19,25.8,73.0,19.2,1008.3,0.0
2024-08-20,,87.2,11.2,1010.2,13.7
2024-08-21,25.0,69.2,15.0,1017.9,0.0
2024-08-22,27.3,60.4,5.1,1010.7,0.0
2024-08-23,28.3,63.6,17.6,1003.3,0.0
2024-08-24,21.5,82.2,8.9,1013.0,11.2
2024-08-25,28.4,59.8,14.2,1010.1,0.0
2024-08-26,29.7,57.0,12.7,1007.8,0.0
2024-08-27,26.7,63.1,18.4,1009.7,
2024-08-28,31.0,54.2,8.5,1013.2,0.0
2024-08-29,19.8,72.5,16.0,1008.3,20.3
2024-08-30,21.2,86.4,15.4,998.3,0.5
2024-08-31,18.9,78.1,11.4,1015.0,4.3
2024-09-01,29.2,61.9,11.3,1019.3,0.0
2024-09-02,23.6,64.8,8.6,1015.8,19.7
2024-09-03,24.3,57.4,13.5,1008.0,0.0
2024-09-04,25.1,75.9,12.8,1009.9,0.0
2024-09-05,20.6,73.5,13.6,1011.2,1.0
2024-09-06,29.8,60.0,12.3,1016.2,10.3
2024-09-07,24.2,95.5,15.8,1011.3,0.0
2024-09-08,23.8,72.6,17.4,1007.7,1.0
2024-09-09,25.7,62.2,7.8,1013.3,0.0
2024-09-10,24.8,65.9,15.5,1014.7,0.0
2024-09-11,22.7,79.6,7.3,1017.6,7.8
2024-09-12,20.6,75.1,14.4,1014.5,0.0
2024-09-13,24.2,58.4,14.5,,0.3
2024-09-14,28.3,72.4,4.8,1011.8,0.0
2024-09-15,26.5,61.8,12.4,1020.0,
2024-09-16,26.9,,10.5,1012.1,
2024-09-17,20.0,82.9,11.3,1005.5,4.0
2024-09-18,19.0,,17.4,1018.4,0.0
2024-09-18,19.0,72.6,17.4,1018.4,0.0
2024-09-19,20.8,83.5,9.4,1013.2,4.7
2024-09-20,21.8,73.3,10.0,1009.0,0.0
2024-09-21,22.4,76.1,13.7,1008.4,15.8
2024-09-22,16.3,83.4,15.3,1011.2,0.0
2024-09-22,16.3,83.4,15.3,1011.2,0.0
2024-09-23,23.9,61.3,11.4,1015.4,12.0
2024-09-24,20.5,69.2,16.8,1012.9,0.0
2024-09-25,19.5,83.8,14.7,1011.2,0.0
2024-09-26,17.6,75.2,3.3,1019.5,0.0
2024-09-27,15.5,,9.9,1016.0,0.0
2024-09-28,22.8,64.0,9.8,1013.6,0.0
2024-09-29,19.4,78.0,13.9,1015.3,6.2
2024-09-30,16.1,96.2,4.7,1002.7,0.0
2024-10-01,15.9,71.4,22.2,1013.5,0.0
2024-10-02,17.1,76.9,14.1,1019.8,9.8
2024-10-03,24.4,81.0,13.9,1009.0,0.1
2024-10-04,18.2,76.2,18.7,1006.6,2.1
2024-10-05,14.1,85.1,23.5,1006.2,3.3
2024-10-06,18.2,68.7,17.5,1006.5,0.0
2024-10-07,17.5,80.9,17.9,1006.2,2.9
2024-10-08,10.2,84.9,14.2,1007.7,2.1
2024-10-09,18.0,85.0,14.7,1002.5,1.7
2024-10-10,17.1,87.4,11.3,1009.2,2.8
2024-10-11,19.6,95.5,8.9,1012.4,3.8
2024-10-12,23.5,75.5,11.3,1006.4,0.0
2024-10-13,21.1,76.3,6.6,1018.4,0.0
2024-10-14,16.3,80.4,11.9,1012.7,3.2
2024-10-15,,79.3,5.3,1015.5,24.5
2024-10-16,24.5,71.8,14.3,1008.2,2.8
2024-10-17,16.8,75.9,11.9,1015.1,3.1
2024-10-18,15.1,80.0,15.1,1004.8,12.2
2024-10-19,15.5,89.5,9.9,1013.3,8.1
2024-10-20,,70.3,24.5,1012.6,0.6
2024-10-21,16.0,88.9,17.9,1011.7,0.0
2024-10-22,12.5,92.1,10.2,1002.6,13.8
2024-10-23,14.4,80.7,15.2,1005.7,0.6
2024-10-24,15.8,63.0,9.6,1015.8,0.0
2024-10-25,11.8,77.1,10.1,1005.9,
2024-10-26,11.2,93.2,7.4,1010.6,15.4
2024-10-27,14.9,79.9,16.7,1003.4,5.7
2024-10-28,14.6,73.5,9.3,1015.5,0.0
2024-10-29,19.7,71.3,18.2,1005.4,0.0
2024-10-30,5.0,97.2,16.8,1010.4,13.7
2024-10-31,18.2,81.6,17.5,1013.1,0.0
2024-11-01,18.1,74.9,10.3,1007.5,2.7
2024-11-02,7.8,86.0,14.2,1012.3,3.8
2024-11-03,12.5,79.8,15.0,1011.6,6.3
2024-11-04,11.8,75.8,11.6,1008.2,9.4
2024-11-05,9.5,100.0,12.2,1002.2,3.0
2024-11-06,9.8,82.4,22.4,1000.1,12.7
2024-11-07,9.3,96.1,14.0,1009.6,8.3
2024-11-08,18.1,88.4,18.2,1001.2,6.3
2024-11-09,,87.3,9.8,1009.6,3.8
2024-11-10,17.3,74.8,8.2,1009.7,0.3
2024-11-11,11.8,83.6,9.8,1013.1,24.9
2024-11-12,9.8,87.0,13.2,1007.7,0.0
2024-11-13,11.5,77.9,9.0,1008.9,0.4
2024-11-14,13.8,84.3,12.0,1013.3,4.0
2024-11-15,9.2,78.5,5.6,1012.1,0.0
2024-11-16,13.1,,8.4,1010.2,11.5
2024-11-17,7.1,81.0,14.9,1012.4,31.8
2024-11-18,9.6,87.0,17.9,1001.5,11.9
2024-11-19,13.3,83.8,10.4,1013.5,7.9
2024-11-20,13.4,80.6,7.9,1013.2,1.3
2024-11-21,11.1,90.4,10.8,1003.6,0.0
2024-11-22,15.5,76.6,11.6,1009.5,0.0
2024-11-23,7.5,95.5,16.2,1007.7,7.9
2024-11-24,13.7,71.8,16.4,1010.8,0.0
2024-11-25,13.0,83.8,,1011.4,3.3
2024-11-26,9.5,100.0,7.4,,8.1
2024-11-27,12.4,75.9,13.1,1016.3,1.3
2024-11-28,5.7,84.3,11.8,1003.0,13.5
2024-11-29,14.0,86.1,10.2,1012.4,1.1
2024-11-30,10.4,87.5,,1015.8,2.2
2024-12-01,8.4,90.2,16.1,1010.7,8.2
2024-12-02,12.9,85.8,12.6,1014.8,9.5
2024-12-03,6.9,93.3,6.9,1018.3,13.9
2024-12-04,6.0,99.8,13.1,1012.4,5.1
2024-12-05,,94.8,17.4,1009.3,1.6
2024-12-06,10.1,81.9,10.5,1015.2,17.2
2024-12-07,5.6,96.1,18.8,1008.6,9.2
2024-12-08,14.6,95.0,18.7,1008.1,9.4
2024-12-09,4.3,92.7,20.7,1006.6,0.5
2024-12-10,15.7,,13.2,1019.2,0.0
2024-12-11,10.6,94.5,17.1,1004.0,3.9
2024-12-12,10.0,85.8,17.7,1017.0,1.3
2024-12-13,8.7,71.1,13.8,1014.1,0.8
2024-12-14,11.6,91.9,13.5,1001.5,0.0
2024-12-15,10.1,82.5,10.7,1011.7,1.1
2024-12-16,10.5,82.0,17.1,999.5,20.8
2024-12-17,6.5,88.9,7.2,1012.0,27.0
2024-12-18,9.0,87.7,11.4,1013.5,10.8
2024-12-19,6.5,93.8,18.8,1005.2,17.3
2024-12-20,9.1,83.5,4.1,1010.3,6.1
2024-12-21,10.8,89.9,18.1,1018.5,1.5
2024-12-22,5.0,91.0,18.6,1006.1,0.0
2024-12-23,5.5,97.7,13.4,1002.3,3.7
2024-12-24,11.8,89.2,14.2,1016.3,3.3
2024-12-25,10.5,78.9,12.0,1020.2,0.0
2024-12-26,8.4,96.3,18.5,1007.8,7.3
2024-12-27,10.1,82.6,15.9,1014.9,0.0
2024-12-28,10.7,92.2,6.4,1015.1,2.4
2024-12-29,8.1,91.9,16.9,1004.8,2.1
2024-12-30,,100.0,13.7,1004.8,20.1
2024-12-31,10.1,84.5,,1015.7,3.4
2025-01-01,7.1,87.7,9.1,1017.5,0.0
2025-01-02,10.4,85.4,19.3,1012.3,5.4
2025-01-03,2.0,90.7,18.9,1004.2,19.2
2025-01-04,11.4,89.7,9.0,1018.7,11.5
2025-01-05,11.5,72.3,8.0,1008.7,0.0
2025-01-06,10.1,77.6,11.8,1008.9,4.5
2025-01-06,10.1,77.6,11.8,1008.9,4.5
2025-01-07,13.0,74.8,13.9,1012.7,0.0
2025-01-08,13.2,88.5,13.0,1016.7,12.6
2025-01-09,13.2,96.9,17.4,1012.0,0.0
2025-01-10,3.0,92.6,16.0,1010.4,10.8
2025-01-11,4.1,90.0,16.5,1011.1,14.9
2025-01-11,4.1,90.0,16.5,1011.1,14.9
2025-01-12,8.3,89.6,14.6,1009.0,0.4
2025-01-13,9.0,95.9,7.2,1010.7,9.0
2025-01-14,10.2,77.4,15.8,998.0,11.1
2025-01-15,6.9,91.1,18.1,1007.1,8.1
2025-01-16,9.3,93.7,12.9,1009.4,11.1
2025-01-17,7.9,93.2,17.2,1002.5,1.8
2025-01-18,7.0,90.1,11.5,1010.7,11.0
2025-01-19,6.0,99.4,10.0,1006.3,1.9
2025-01-20,7.8,68.0,11.5,1020.8,0.0
2025-01-21,2.8,96.5,13.2,1015.6,25.2
2025-01-22,7.0,84.4,11.2,1007.3,5.2
2025-01-23,13.9,67.6,11.6,1011.4,0.0
2025-01-24,6.5,93.5,9.9,1007.9,9.8
2025-01-25,18.1,87.4,18.4,1006.9,4.7
2025-01-26,12.2,82.9,11.6,1010.8,1.8
2025-01-27,11.6,92.7,20.4,1004.6,0.3
2025-01-27,,92.7,20.4,1004.6,0.3
2025-01-28,8.6,100.0,21.6,1001.6,0.0
2025-01-29,12.0,93.5,12.3,1011.3,8.7
2025-01-30,8.6,100.0,8.8,1010.4,6.4
2025-01-31,10.2,90.8,6.3,1004.6,10.4
2025-02-01,19.2,76.6,6.1,1015.2,0.0
2025-02-02,11.3,72.6,8.0,1008.2,0.0
2025-02-03,15.1,78.9,18.0,1011.7,0.0
2025-02-04,9.7,80.7,12.5,1014.3,0.0
2025-02-05,11.3,100.0,,1007.1,3.3
2025-02-06,17.3,76.9,3.2,1013.0,0.0
2025-02-07,7.5,87.8,9.2,1006.5,18.2
2025-02-08,17.1,82.3,16.8,1008.9,3.2
2025-02-09,14.4,82.1,14.4,1008.9,0.0
2025-02-10,10.1,99.7,14.3,1003.6,4.0
2025-02-11,12.1,76.7,15.3,1009.9,
2025-02-12,13.1,81.9,21.9,1002.2,16.3
2025-02-13,12.8,75.5,12.6,1008.5,12.0
2025-02-14,8.1,78.7,13.5,1009.0,0.0
2025-02-15,10.1,81.2,14.1,1008.8,4.5
2025-02-16,10.9,83.9,23.0,1008.5,9.8
2025-02-17,11.8,80.0,4.6,1009.9,8.1
2025-02-18,14.9,75.2,14.7,1013.4,1.9
2025-02-19,13.5,70.9,11.5,1016.0,3.1
2025-02-20,7.3,86.8,16.4,1006.0,15.6
2025-02-21,14.9,69.1,11.6,1005.9,0.0
2025-02-22,12.0,86.2,14.5,1004.1,24.5
2025-02-23,12.5,80.8,16.5,,21.3
2025-02-24,17.4,66.5,25.3,1010.5,0.0
2025-02-25,16.7,76.4,17.1,1006.9,0.4
2025-02-26,15.8,74.0,11.2,1004.7,0.0
2025-02-27,13.9,84.3,12.1,1007.3,2.9
2025-02-28,8.8,,11.6,1008.5,6.6
2025-03-01,16.2,64.6,4.8,1015.5,0.0
2025-03-02,15.1,81.1,12.5,1007.3,3.8
2025-03-03,11.8,78.5,16.4,1008.4,28.0
2025-03-04,8.4,90.6,9.7,1004.0,20.5
2025-03-05,11.2,86.0,17.4,1009.2,7.2
2025-03-06,17.5,70.4,15.7,1007.4,8.8
2025-03-07,15.7,77.6,9.1,1013.5,0.0
2025-03-08,17.2,71.0,14.6,1002.7,5.4
2025-03-09,15.7,88.2,20.2,1007.2,3.3
2025-03-10,16.1,79.5,15.4,1011.8,1.8
2025-03-11,19.0,91.1,,1009.5,1.6
2025-03-12,,80.5,11.0,1023.6,4.6
2025-03-13,17.0,72.9,12.4,1013.1,0.0
2025-03-14,15.1,68.3,11.8,1007.0,2.6
2025-03-15,15.8,65.7,4.0,1011.9,0.0
2025-03-16,13.1,66.8,23.1,1003.4,21.6
2025-03-17,18.1,79.5,13.6,1009.9,0.0
2025-03-18,15.7,83.7,15.9,1005.5,3.2
2025-03-19,21.5,60.5,11.8,1017.7,0.0
2025-03-20,14.4,87.9,11.1,1006.3,5.2
2025-03-21,14.5,74.1,12.1,1010.5,20.3
2025-03-22,16.0,79.9,7.4,1007.1,6.4
2025-03-23,22.8,84.6,21.1,1018.3,0.0
2025-03-24,19.1,83.2,8.6,1008.2,0.7
2025-03-25,21.9,70.6,7.9,1020.8,0.0
2025-03-26,14.5,74.5,10.2,1015.1,0.0
2025-03-27,19.9,57.9,17.2,1016.0,0.0
2025-03-28,21.1,66.9,12.1,1014.1,5.3
2025-03-29,19.6,73.7,7.1,1013.2,0.6
2025-03-30,20.6,63.7,20.1,1003.1,14.5
2025-03-31,18.0,76.1,16.1,1009.4,1.7
2025-04-01,24.2,70.6,14.2,,0.0
2025-04-02,27.0,64.8,15.2,1012.3,0.0
2025-04-03,18.2,70.7,24.2,1004.6,6.9
2025-04-04,19.1,77.4,21.6,1010.4,0.3
2025-04-05,22.8,72.5,9.3,1019.9,14.4
2025-04-06,25.6,59.6,18.5,1019.5,
2025-04-07,18.7,87.0,14.8,1008.9,4.6
2025-04-08,19.9,74.3,14.0,1015.9,0.0
2025-04-09,19.8,74.6,6.4,1009.2,4.4
2025-04-10,16.7,83.7,14.9,1001.2,4.8
2025-04-11,17.9,78.2,11.0,1005.9,6.8
2025-04-12,18.4,84.0,15.3,1017.5,3.0
2025-04-13,19.2,77.7,17.5,1009.2,3.7
2025-04-14,20.3,67.6,4.4,1010.9,11.6
2025-04-15,23.0,74.2,,1009.6,0.0
2025-04-16,27.2,57.3,16.5,1023.2,0.0
2025-04-17,19.7,76.2,11.3,1018.9,0.0
2025-04-18,25.8,67.8,14.9,1023.2,0.0
2025-04-19,22.4,70.5,14.1,1010.9,0.0
2025-04-20,21.8,70.3,13.4,1013.2,8.0
2025-04-21,25.4,53.5,12.9,1006.6,0.0
2025-04-22,20.1,70.5,7.1,1019.1,0.0
2025-04-23,24.8,70.0,9.7,1005.9,0.0
2025-04-24,23.9,71.1,15.0,1012.7,3.1
2025-04-25,25.5,60.2,13.7,1007.7,0.0
2025-04-26,24.2,79.1,13.2,1007.4,5.3
2025-04-27,31.7,54.1,11.3,1010.0,0.0
2025-04-28,21.6,79.7,,1007.3,6.3
2025-04-29,22.5,74.8,17.7,,
2025-04-30,22.9,66.4,11.8,1009.6,0.0
2025-05-01,22.4,85.3,6.6,1013.6,5.8
2025-05-02,23.1,61.7,16.7,,0.1
2025-05-03,28.8,71.8,11.4,1012.6,0.0
2025-05-04,29.6,71.5,12.1,1017.6,0.0
2025-05-05,23.8,65.1,19.4,1009.9,0.0
2025-05-06,21.8,82.4,14.0,1006.3,9.2
2025-05-07,27.2,64.4,13.7,1011.4,0.0
2025-05-08,24.3,72.2,7.3,1017.3,0.0
2025-05-09,26.9,67.5,11.2,1013.1,7.0
2025-05-10,26.8,65.8,15.5,1009.7,0.0
2025-05-11,19.2,79.4,5.9,1012.8,17.0
2025-05-11,19.2,79.4,5.9,1012.8,17.0
2025-05-12,31.1,68.0,14.8,1006.5,0.0
2025-05-13,32.0,46.6,12.4,1018.7,0.0
2025-05-14,24.7,79.6,12.4,1012.4,1.1
2025-05-15,25.7,54.9,16.4,1012.5,0.0
2025-05-16,24.9,73.9,15.2,1007.0,19.2
2025-05-17,28.1,74.3,19.9,1006.7,0.0
2025-05-18,29.2,55.3,8.0,1016.6,
2025-05-19,33.4,55.7,12.5,1020.0,0.0
2025-05-20,25.2,57.9,13.2,1010.4,11.3
2025-05-21,25.2,67.1,7.7,1014.5,0.0
2025-05-22,22.4,68.3,19.3,1001.6,7.7
2025-05-23,25.1,74.5,22.8,1008.1,3.2
2025-05-24,27.6,76.1,12.7,1010.7,1.3
2025-05-25,33.4,70.1,15.8,1007.2,0.0
2025-05-26,26.4,62.7,13.9,1008.2,1.1
2025-05-27,27.1,62.7,10.3,1009.5,11.7
2025-05-28,28.2,51.6,4.7,1016.0,0.0
2025-05-29,31.9,54.2,9.2,1013.2,0.0
2025-05-30,36.0,63.5,9.9,1001.5,0.3
2025-05-31,24.9,79.6,22.9,999.7,13.6
2025-06-01,27.2,56.5,12.3,1010.7,0.0
2025-06-02,30.9,56.0,10.6,1016.1,6.2
2025-06-03,30.9,61.7,19.8,999.3,0.0
2025-06-04,34.4,59.9,8.3,1010.8,0.0
2025-06-05,30.7,55.6,9.5,1011.3,0.0
2025-06-06,24.7,68.8,12.3,1018.9,21.9
2025-06-07,30.9,58.1,16.6,1011.6,0.0
2025-06-08,,59.9,14.0,1015.2,0.0
2025-06-09,31.7,65.3,13.0,1013.2,0.0
2025-06-10,27.5,62.0,15.6,1002.3,22.3
2025-06-11,32.6,56.4,13.6,1017.6,0.0
2025-06-12,,58.6,12.8,1014.5,0.0
2025-06-13,33.6,57.9,7.9,1016.1,0.0
2025-06-14,31.5,58.2,12.2,1033.1,0.0
2025-06-15,29.1,62.0,10.9,1002.5,0.0
2025-06-16,28.2,75.7,12.3,1019.5,12.8
2025-06-17,33.3,63.5,10.7,,
2025-06-18,26.7,63.9,22.2,1014.1,3.9
2025-06-19,30.4,67.5,12.2,1011.9,2.9
2025-06-20,28.6,62.0,7.1,1010.8,0.0
2025-06-21,29.9,72.5,12.9,1008.5,0.0
2025-06-22,33.7,61.5,14.1,1014.7,0.0
2025-06-23,,61.6,21.0,1005.4,0.0
2025-06-24,30.1,66.5,,1016.0,0.0
2025-06-24,30.1,66.5,9.6,1016.0,0.0
2025-06-25,25.9,55.4,6.1,1011.9,0.0
2025-06-26,32.2,51.4,16.6,1008.9,0.0
2025-06-27,31.9,51.2,6.8,1012.3,0.0
2025-06-28,36.5,56.4,10.3,1020.1,0.0
2025-06-29,29.1,78.0,12.6,1007.9,0.0
2025-06-30,30.2,80.1,12.1,1012.0,3.2
2025-07-01,30.7,67.2,16.2,1008.5,0.0
2025-07-02,34.7,61.3,9.3,1016.8,0.0
2025-07-03,29.7,48.9,10.9,1018.3,0.0
2025-07-04,30.8,57.7,11.9,1022.8,0.0
2025-07-05,31.8,54.5,12.6,1013.2,0.0
2025-07-06,30.5,57.4,12.4,1017.0,0.0
2025-07-07,28.2,63.3,13.7,1013.2,2.9
2025-07-08,30.5,58.6,15.4,1019.9,0.0
2025-07-09,33.1,43.4,13.9,1012.1,
2025-07-10,26.2,72.8,13.8,1015.1,4.1
2025-07-11,29.2,54.1,5.7,1013.2,7.0
2025-07-12,27.7,67.6,,1011.8,0.0
2025-07-13,32.3,75.5,14.5,1011.4,7.3
2025-07-14,25.2,61.4,,1014.3,0.0
2025-07-15,28.1,45.1,9.2,1014.9,0.0
2025-07-16,30.8,59.7,9.4,1014.4,0.0
2025-07-17,34.3,66.6,9.7,1020.2,0.0
2025-07-18,29.4,79.4,14.1,1015.3,0.1
2025-07-19,27.9,55.7,16.1,1018.2,0.0
2025-07-20,35.1,60.8,11.1,1010.9,0.0
2025-07-21,24.5,65.2,17.2,1008.0,
2025-07-22,22.8,70.8,12.5,1016.4,0.0
2025-07-23,29.8,83.4,11.5,1014.1,5.6
2025-07-24,27.8,53.7,11.2,1021.6,0.0
2025-07-25,26.1,69.7,16.3,1008.8,0.0
2025-07-26,31.2,65.2,13.9,1011.3,0.0
2025-07-27,29.8,71.9,,1003.3,0.0
2025-07-28,27.3,67.0,9.5,1010.2,0.0
2025-07-29,25.1,71.4,14.1,1016.5,0.0
2025-07-30,31.4,58.1,10.5,1011.2,0.0
2025-07-31,30.7,64.3,8.5,1015.8,0.0
2025-08-01,28.4,62.2,,1012.0,0.0
2025-08-02,34.1,63.0,12.5,1014.4,0.0
2025-08-03,22.9,65.7,25.7,1006.7,
2025-08-04,23.7,73.4,11.7,1011.7,0.6
2025-08-05,25.6,67.3,12.3,997.2,4.3
2025-08-06,28.1,74.3,14.0,1010.2,0.0
2025-08-07,26.7,64.0,6.3,1004.5,14.0
2025-08-08,27.3,52.1,11.6,1020.5,0.0
2025-08-09,24.6,74.4,12.1,1015.0,28.6
2025-08-10,24.0,62.9,15.2,1015.1,0.0
2025-08-11,32.0,55.4,15.9,1021.5,0.0
2025-08-12,27.3,61.5,11.5,1008.3,0.0
2025-08-13,30.8,73.0,11.4,,0.0
2025-08-14,28.4,47.9,8.9,1019.7,0.0
2025-08-15,28.4,89.8,9.2,1007.6,1.1
2025-08-16,27.0,72.9,13.2,1017.0,12.1
2025-08-17,28.3,66.8,8.9,1006.7,0.0
2025-08-18,28.5,64.0,11.8,1008.5,1.5
2025-08-19,30.7,64.4,9.1,1009.5,0.0
2025-08-20,27.2,70.6,15.5,1009.0,0.0
2025-08-21,23.3,69.9,21.2,1006.5,35.5
2025-08-22,26.1,72.2,6.8,1017.5,0.0
2025-08-23,27.9,63.1,5.1,1011.5,17.7
2025-08-24,24.0,68.6,11.5,1013.7,0.0
2025-08-25,31.3,,12.9,1010.4,0.0
2025-08-26,25.7,66.7,15.9,1003.1,0.0
2025-08-27,21.2,82.5,10.8,1011.2,0.8
2025-08-28,25.9,72.7,14.6,1001.8,0.0
2025-08-29,23.3,47.5,13.5,1014.8,0.0
2025-08-30,27.7,71.0,18.7,1004.8,0.3
2025-08-31,21.3,72.8,4.2,1021.3,11.9
2025-09-01,22.8,70.6,10.5,1016.2,5.0
2025-09-02,19.1,73.0,13.3,1011.8,0.0
2025-09-03,23.2,80.1,8.3,1016.6,0.2
2025-09-04,17.2,86.0,21.4,1005.1,0.1
2025-09-05,19.5,69.4,9.5,1014.6,0.0
2025-09-06,26.4,70.6,12.0,,0.0
2025-09-07,26.3,59.6,14.2,1014.6,0.0
2025-09-08,25.1,57.9,9.6,1019.9,0.0
2025-09-09,20.8,69.1,4.6,1015.6,0.0
2025-09-10,20.7,77.9,10.7,1012.0,17.5
2025-09-11,23.3,78.6,19.4,1002.2,0.0
2025-09-12,18.6,,13.0,1005.5,7.6
2025-09-13,27.5,71.8,9.3,1010.9,0.0
2025-09-14,25.5,72.6,16.1,1011.8,0.0
2025-09-15,22.0,67.4,12.7,1006.5,0.0
2025-09-16,22.6,,10.0,1023.0,0.0
2025-09-17,19.1,77.8,12.6,,25.5
2025-09-18,15.0,85.8,15.3,1012.4,6.9
2025-09-19,20.9,83.0,22.5,1010.2,2.6
